国家,确诊,治愈,死亡,日期
纳米比亚,2,0,0,2020-03-20
塞舌尔,6,0,0,2020-03-20
格陵兰,2,0,0,2020-03-20
圣巴泰勒米岛,3,0,0,2020-03-20
苏里南,2,0,0,2020-03-20
圣巴泰勒米,3,0,0,2020-03-20
美国,19624,147,260,2020-03-21
俄罗斯,306,16,1,2020-03-21
英国,3983,79,177,2020-03-21
巴西,904,0,11,2020-03-21
意大利,47021,5129,4032,2020-03-21
西班牙,24926,2125,1326,2020-03-21
秘鲁,263,0,4,2020-03-21
法国,12612,1587,450,2020-03-21
印度,450,23,38,2020-03-21
荷兰,3631,0,136,2020-03-21
土耳其,670,0,9,2020-03-21
加拿大,1146,11,12,2020-03-21
比利时,2815,263,67,2020-03-21
卡塔尔,470,10,0,2020-03-21
巴基斯坦,510,2,3,2020-03-21
沙特阿拉伯,392,16,0,2020-03-21
新加坡,432,140,2,2020-03-21
厄瓜多尔,367,0,5,2020-03-21
葡萄牙,1280,3,12,2020-03-21
智利,434,0,0,2020-03-21
瑞典,1650,17,16,2020-03-21
白俄罗斯,69,15,0,2020-03-21
伊朗,20610,7635,1556,2020-03-21
孟加拉国,24,3,2,2020-03-21
阿联酋,153,38,2,2020-03-21
德国,20581,209,72,2020-03-21
乌克兰,41,0,3,2020-03-21
哥伦比亚,158,0,0,2020-03-21
印度尼西亚,450,9,38,2020-03-21
波兰,425,13,5,2020-03-21
多米尼加,34,0,2,2020-03-21
墨西哥,203,1,2,2020-03-21
科威特,176,27,0,2020-03-21
爱尔兰,683,0,3,2020-03-21
菲律宾,307,13,19,2020-03-21
巴拿马,200,0,1,2020-03-21
挪威,1939,0,7,2020-03-21
埃及,285,39,8,2020-03-21
南非,240,0,0,2020-03-21
日本,1054,215,36,2020-03-21
塞尔维亚,149,0,1,2020-03-21
罗马尼亚,308,31,0,2020-03-21
阿富汗,24,0,0,2020-03-21
阿根廷,158,1,3,2020-03-21
加纳,19,0,0,2020-03-21
尼日利亚,22,1,0,2020-03-21
巴林,306,100,1,2020-03-21
阿曼,52,13,0,2020-03-21
以色列,883,15,1,2020-03-21
摩洛哥,86,2,3,2020-03-21
哈萨克斯坦,53,0,0,2020-03-21
摩尔多瓦,66,1,1,2020-03-21
玻利维亚,15,0,0,2020-03-21
阿尔及利亚,102,12,9,2020-03-21
捷克,833,4,0,2020-03-21
亚美尼亚,136,1,0,2020-03-21
波多黎各,6,0,0,2020-03-21
奥地利,2388,9,7,2020-03-21
洪都拉斯,24,0,0,2020-03-21
丹麦,1255,1,9,2020-03-21
芬兰,450,1,0,2020-03-21
瑞士,6113,3,56,2020-03-21
苏丹,2,0,1,2020-03-21
匈牙利,103,7,4,2020-03-21
几内亚,6,0,0,2020-03-21
保加利亚,127,0,3,2020-03-21
塞内加尔,47,5,0,2020-03-21
危地马拉,9,0,1,2020-03-21
喀麦隆,27,0,0,2020-03-21
马来西亚,1183,114,4,2020-03-21
古巴,21,0,1,2020-03-21
马约特,4,0,0,2020-03-21
希腊,495,19,8,2020-03-21
索马里,1,0,0,2020-03-21
斯洛文尼亚,341,0,1,2020-03-21
萨尔瓦多,1,0,0,2020-03-21
刚果（金）,18,0,0,2020-03-21
阿塞拜疆,44,10,1,2020-03-21
科特迪瓦,14,1,0,2020-03-21
伊拉克,208,49,17,2020-03-21
马尔代夫,13,0,0,2020-03-21
加蓬,4,0,1,2020-03-21
韩国,8799,2612,102,2020-03-21
波黑,64,0,0,2020-03-21
哥斯达黎加,113,0,2,2020-03-21
斯洛伐克,137,0,1,2020-03-21
黎巴嫩,206,1,4,2020-03-21
巴拉圭,18,0,0,2020-03-21
圣马力诺,126,2,14,2020-03-21
澳大利亚,1051,27,7,2020-03-21
赤道几内亚,6,0,0,2020-03-21
斯里兰卡,77,1,0,2020-03-21
乌兹别克斯坦,37,0,0,2020-03-21
赞比亚共和国,2,0,0,2020-03-21
立陶宛,63,0,0,2020-03-21
牙买加,15,0,1,2020-03-21
拉脱维亚,111,0,0,2020-03-21
肯尼亚,7,0,0,2020-03-21
留尼旺,15,0,0,2020-03-21
委内瑞拉,42,0,0,2020-03-21
吉尔吉斯斯坦,12,0,0,2020-03-21
爱沙尼亚,283,0,0,2020-03-21
北马其顿,67,0,0,2020-03-21
突尼斯,60,0,0,2020-03-21
塞浦路斯,75,0,0,2020-03-21
吉布提,1,0,0,2020-03-21
乍得,1,0,0,2020-03-21
刚果（布）,3,0,0,2020-03-21
坦桑尼亚,6,0,0,2020-03-21
马恩岛,1,0,0,2020-03-21
马里,1,0,0,2020-03-21
巴勒斯坦,52,17,0,2020-03-21
格鲁吉亚,47,1,0,2020-03-21
贝宁,2,0,0,2020-03-21
泽西岛,12,0,0,2020-03-21
克罗地亚,133,5,1,2020-03-21
安道尔,88,1,0,2020-03-21
根西岛,1,0,0,2020-03-21
尼泊尔,1,1,0,2020-03-21
海地,2,0,0,2020-03-21
卢森堡,670,0,8,2020-03-21
中非共和国,3,0,0,2020-03-21
乌拉圭,110,0,0,2020-03-21
约旦,86,1,0,2020-03-21
法罗群岛,72,0,0,2020-03-21
阿尔巴尼亚,70,0,2,2020-03-21
尼日尔,1,0,0,2020-03-21
马提尼克,32,0,0,2020-03-21
斯威士兰,1,0,0,2020-03-21
泰国,411,44,1,2020-03-21
埃塞俄比亚,9,0,0,2020-03-21
法属圭亚那,15,0,0,2020-03-21
马耳他,53,0,0,2020-03-21
直布罗陀,10,0,0,2020-03-21
关岛,12,0,0,2020-03-21
越南,94,17,0,2020-03-21
瓜德罗普岛,45,0,0,2020-03-21
多哥,16,1,0,2020-03-21
卢旺达,17,0,0,2020-03-21
布基纳法索,40,5,2,2020-03-21
马达加斯加,3,0,0,2020-03-21
钻石公主号邮轮,712,458,7,2020-03-21
百慕大,2,0,0,2020-03-21
利比里亚,3,0,0,2020-03-21
特立尼达和多巴哥,9,0,0,2020-03-21
阿鲁巴,5,0,0,2020-03-21
蒙古,10,0,0,2020-03-21
开曼群岛,3,0,1,2020-03-21
巴哈马,3,0,0,2020-03-21
圭亚那,15,0,1,2020-03-21
巴巴多斯,2,0,0,2020-03-21
柬埔寨,47,1,0,2020-03-21
美属维尔京群岛,3,0,0,2020-03-21
黑山,10,0,0,2020-03-21
冰岛,409,0,0,2020-03-21
安哥拉,2,0,0,2020-03-21
不丹,2,0,0,2020-03-21
尼加拉瓜,1,0,0,2020-03-21
文莱,83,2,0,2020-03-21
毛里塔尼亚,2,0,0,2020-03-21
毛里求斯,14,0,1,2020-03-21
新西兰,53,0,0,2020-03-21
中国,155194,136156,6442,2020-03-21
津巴布韦,2,0,0,2020-03-21
列支敦士登,25,0,0,2020-03-21
冈比亚,1,0,0,2020-03-21
圣马丁岛,4,0,0,2020-03-21
梵蒂冈,1,0,0,2020-03-21
法属波利尼西亚,11,0,0,2020-03-21
安提瓜和巴布达,1,0,0,2020-03-21
圣卢西亚,2,0,0,2020-03-21
圣文森特和格林纳丁斯,1,0,0,2020-03-21
库拉索岛,3,0,0,2020-03-21
东帝汶,1,0,0,2020-03-21
摩纳哥,12,0,0,2020-03-21
斐济,1,0,0,2020-03-21
新喀里多尼亚,2,0,0,2020-03-21
纳米比亚,3,0,0,2020-03-21
塞舌尔,6,0,0,2020-03-21
格陵兰,2,0,0,2020-03-21
圣巴泰勒米岛,3,0,0,2020-03-21
苏里南,2,0,0,2020-03-21
圣巴泰勒米,3,0,0,2020-03-21
美国,26997,176,340,2020-03-22
俄罗斯,306,16,1,2020-03-22
英国,5018,93,233,2020-03-22
巴西,1128,0,18,2020-03-22
意大利,55218,6072,4825,2020-03-22
西班牙,28572,2125,1720,2020-03-22
秘鲁,318,0,5,2020-03-22
法国,14459,1587,562,2020-03-22
印度,514,23,48,2020-03-22
荷兰,4204,0,179,2020-03-22
土耳其,947,0,21,2020-03-22
加拿大,1377,11,19,2020-03-22
比利时,3401,290,75,2020-03-22
卡塔尔,481,27,0,2020-03-22
巴基斯坦,730,2,3,2020-03-22
沙特阿拉伯,511,16,0,2020-03-22
新加坡,455,140,2,2020-03-22
厄瓜多尔,367,0,5,2020-03-22
葡萄牙,1600,3,12,2020-03-22
智利,537,8,1,2020-03-22
瑞典,1746,17,20,2020-03-22
白俄罗斯,69,15,0,2020-03-22
伊朗,21638,7913,1685,2020-03-22
孟加拉国,27,5,2,2020-03-22
阿联酋,153,38,2,2020-03-22
德国,25279,239,91,2020-03-22
乌克兰,47,0,3,2020-03-22
哥伦比亚,210,0,1,2020-03-22
印度尼西亚,514,9,48,2020-03-22
波兰,563,13,7,2020-03-22
多米尼加,72,0,2,2020-03-22
墨西哥,251,1,2,2020-03-22
科威特,188,30,0,2020-03-22
爱尔兰,785,0,3,2020-03-22
菲律宾,380,15,25,2020-03-22
巴拿马,245,0,3,2020-03-22
挪威,2150,0,7,2020-03-22
埃及,294,41,10,2020-03-22
南非,240,0,0,2020-03-22
日本,1091,215,41,2020-03-22
塞尔维亚,171,0,1,2020-03-22
罗马尼亚,308,31,0,2020-03-22
阿富汗,34,0,0,2020-03-22
阿根廷,225,1,4,2020-03-22
加纳,21,0,1,2020-03-22
尼日利亚,26,1,0,2020-03-22
巴林,334,149,2,2020-03-22
阿曼,55,17,0,2020-03-22
以色列,945,37,1,2020-03-22
摩洛哥,96,2,3,2020-03-22
哈萨克斯坦,54,0,0,2020-03-22
摩尔多瓦,80,1,1,2020-03-22
玻利维亚,16,0,0,2020-03-22
阿尔及利亚,139,12,15,2020-03-22
捷克,1047,6,0,2020-03-22
亚美尼亚,160,1,0,2020-03-22
波多黎各,14,0,0,2020-03-22
奥地利,2649,9,7,2020-03-22
洪都拉斯,24,0,0,2020-03-22
丹麦,1326,1,13,2020-03-22
芬兰,521,10,1,2020-03-22
瑞士,7014,3,60,2020-03-22
苏丹,2,0,1,2020-03-22
匈牙利,131,7,4,2020-03-22
几内亚,2,0,0,2020-03-22
保加利亚,163,0,3,2020-03-22
塞内加尔,56,5,0,2020-03-22
危地马拉,17,0,1,2020-03-22
喀麦隆,40,0,0,2020-03-22
马来西亚,1306,139,10,2020-03-22
古巴,21,0,1,2020-03-22
马约特,4,0,0,2020-03-22
希腊,530,19,13,2020-03-22
索马里,1,0,0,2020-03-22
斯洛文尼亚,341,0,1,2020-03-22
萨尔瓦多,1,0,0,2020-03-22
刚果（金）,30,0,1,2020-03-22
阿塞拜疆,44,10,1,2020-03-22
科特迪瓦,14,1,0,2020-03-22
伊拉克,214,49,17,2020-03-22
马尔代夫,13,0,0,2020-03-22
加蓬,5,0,1,2020-03-22
韩国,8897,2909,104,2020-03-22
波黑,64,0,0,2020-03-22
哥斯达黎加,117,0,2,2020-03-22
斯洛伐克,178,0,1,2020-03-22
黎巴嫩,245,8,4,2020-03-22
巴拉圭,22,0,1,2020-03-22
圣马力诺,151,2,14,2020-03-22
澳大利亚,1098,27,7,2020-03-22
赤道几内亚,6,0,0,2020-03-22
斯里兰卡,81,1,0,2020-03-22
乌兹别克斯坦,43,0,0,2020-03-22
赞比亚共和国,3,0,0,2020-03-22
立陶宛,83,0,1,2020-03-22
牙买加,16,0,1,2020-03-22
拉脱维亚,124,0,0,2020-03-22
肯尼亚,15,0,0,2020-03-22
留尼旺,28,0,0,2020-03-22
委内瑞拉,70,0,0,2020-03-22
吉尔吉斯斯坦,12,0,0,2020-03-22
爱沙尼亚,306,0,0,2020-03-22
北马其顿,70,0,0,2020-03-22
突尼斯,75,0,3,2020-03-22
塞浦路斯,84,0,1,2020-03-22
吉布提,1,0,0,2020-03-22
乍得,1,0,0,2020-03-22
刚果（布）,4,0,0,2020-03-22
坦桑尼亚,12,0,0,2020-03-22
马恩岛,1,0,0,2020-03-22
马里,1,0,0,2020-03-22
巴勒斯坦,59,17,0,2020-03-22
格鲁吉亚,47,1,0,2020-03-22
贝宁,2,0,0,2020-03-22
佛得角,1,0,0,2020-03-22
泽西岛,15,0,0,2020-03-22
克罗地亚,133,5,1,2020-03-22
安道尔,114,1,1,2020-03-22
根西岛,17,0,0,2020-03-22
尼泊尔,1,1,0,2020-03-22
海地,2,0,0,2020-03-22
卢森堡,798,0,8,2020-03-22
中非共和国,3,0,0,2020-03-22
乌拉圭,135,0,0,2020-03-22
约旦,99,1,0,2020-03-22
法罗群岛,80,0,0,2020-03-22
阿尔巴尼亚,76,0,2,2020-03-22
尼日尔,2,0,0,2020-03-22
马提尼克,32,0,0,2020-03-22
斯威士兰,4,0,0,2020-03-22
泰国,599,45,1,2020-03-22
埃塞俄比亚,11,4,0,2020-03-22
法属圭亚那,15,0,0,2020-03-22
马耳他,64,0,0,2020-03-22
直布罗陀,10,0,0,2020-03-22
关岛,14,0,1,2020-03-22
越南,99,17,0,2020-03-22
瓜德罗普岛,51,0,0,2020-03-22
多哥,16,1,0,2020-03-22
卢旺达,17,0,0,2020-03-22
布基纳法索,64,5,3,2020-03-22
马达加斯加,3,0,0,2020-03-22
钻石公主号邮轮,712,458,7,2020-03-22
百慕大,2,0,0,2020-03-22
利比里亚,3,0,0,2020-03-22
特立尼达和多巴哥,9,0,0,2020-03-22
阿鲁巴,5,0,0,2020-03-22
乌干达,1,0,0,2020-03-22
蒙古,10,0,0,2020-03-22
开曼群岛,3,0,1,2020-03-22
巴哈马,4,0,0,2020-03-22
圭亚那,15,0,0,2020-03-22
巴巴多斯,5,0,0,2020-03-22
柬埔寨,51,1,0,2020-03-22
美属维尔京群岛,3,0,0,2020-03-22
黑山,14,0,0,2020-03-22
冰岛,473,0,1,2020-03-22
安哥拉,2,0,0,2020-03-22
不丹,2,0,0,2020-03-22
尼加拉瓜,1,0,0,2020-03-22
文莱,88,4,0,2020-03-22
毛里塔尼亚,2,0,0,2020-03-22
毛里求斯,24,0,2,2020-03-22
厄立特里亚,1,0,0,2020-03-22
新西兰,67,0,0,2020-03-22
中国,158251,139967,6479,2020-03-22
津巴布韦,2,0,0,2020-03-22
列支敦士登,34,0,0,2020-03-22
冈比亚,1,0,0,2020-03-22
圣马丁岛,4,0,0,2020-03-22
梵蒂冈,1,0,0,2020-03-22
法属波利尼西亚,11,0,0,2020-03-22
安提瓜和巴布达,1,0,0,2020-03-22
圣卢西亚,2,0,0,2020-03-22
圣文森特和格林纳丁斯,1,0,0,2020-03-22
库拉索岛,3,0,0,2020-03-22
东帝汶,1,0,0,2020-03-22
摩纳哥,18,0,0,2020-03-22
斐济,1,0,0,2020-03-22
新喀里多尼亚,2,0,0,2020-03-22
纳米比亚,3,0,0,2020-03-22
塞舌尔,6,0,0,2020-03-22
格陵兰,2,0,0,2020-03-22
巴布亚新几内亚,1,0,0,2020-03-22
圣巴泰勒米岛,3,0,0,2020-03-22
苏里南,5,0,0,2020-03-22
圣巴泰勒米,3,0,0,2020-03-22
美国,35360,178,473,2020-03-23
俄罗斯,438,22,1,2020-03-23
英国,5683,135,281,2020-03-23
巴西,1546,0,25,2020-03-23
意大利,59514,7024,5476,2020-03-23
西班牙,33089,3355,2182,2020-03-23
秘鲁,363,0,5,2020-03-23
法国,16689,2200,674,2020-03-23
印度,579,23,49,2020-03-23
荷兰,4797,0,213,2020-03-23
土耳其,1236,0,30,2020-03-23
加拿大,1472,14,21,2020-03-23
比利时,3743,350,88,2020-03-23
卡塔尔,494,33,0,2020-03-23
巴基斯坦,799,6,5,2020-03-23
沙特阿拉伯,511,16,0,2020-03-23
新加坡,509,152,2,2020-03-23
厄瓜多尔,506,0,7,2020-03-23
葡萄牙,2060,14,23,2020-03-23
智利,632,8,2,2020-03-23
瑞典,1929,17,23,2020-03-23
白俄罗斯,89,22,0,2020-03-23
伊朗,23049,7913,1812,2020-03-23
孟加拉国,27,5,2,2020-03-23
阿联酋,198,41,2,2020-03-23
德国,27289,422,115,2020-03-23
乌克兰,73,1,3,2020-03-23
哥伦比亚,235,0,1,2020-03-23
印度尼西亚,579,9,49,2020-03-23
波兰,634,13,7,2020-03-23
多米尼加,72,0,2,2020-03-23
墨西哥,316,1,2,2020-03-23
科威特,189,30,0,2020-03-23
爱尔兰,906,0,4,2020-03-23
菲律宾,462,18,33,2020-03-23
巴拿马,313,0,3,2020-03-23
挪威,2532,0,8,2020-03-23
埃及,327,56,14,2020-03-23
南非,402,0,0,2020-03-23
日本,1119,285,42,2020-03-23
塞尔维亚,222,0,2,2020-03-23
罗马尼亚,367,31,1,2020-03-23
阿富汗,40,0,0,2020-03-23
阿根廷,266,1,4,2020-03-23
加纳,24,0,1,2020-03-23
尼日利亚,36,2,1,2020-03-23
巴林,339,149,2,2020-03-23
阿曼,66,17,0,2020-03-23
以色列,1238,37,1,2020-03-23
摩洛哥,122,3,4,2020-03-23
哈萨克斯坦,60,0,0,2020-03-23
摩尔多瓦,94,1,1,2020-03-23
玻利维亚,19,0,0,2020-03-23
阿尔及利亚,201,12,17,2020-03-23
捷克,1165,7,1,2020-03-23
亚美尼亚,190,2,0,2020-03-23
波多黎各,21,0,1,2020-03-23
奥地利,3611,9,16,2020-03-23
洪都拉斯,24,0,0,2020-03-23
丹麦,1450,1,13,2020-03-23
芬兰,626,10,1,2020-03-23
瑞士,8060,3,66,2020-03-23
苏丹,2,0,1,2020-03-23
匈牙利,167,7,4,2020-03-23
几内亚,9,0,0,2020-03-23
保加利亚,187,3,3,2020-03-23
塞内加尔,67,5,0,2020-03-23
危地马拉,17,0,1,2020-03-23
喀麦隆,56,0,0,2020-03-23
马来西亚,1518,139,14,2020-03-23
古巴,21,0,1,2020-03-23
马约特,11,0,0,2020-03-23
希腊,624,19,15,2020-03-23
索马里,1,0,0,2020-03-23
斯洛文尼亚,414,0,2,2020-03-23
萨尔瓦多,1,0,0,2020-03-23
刚果（金）,30,0,2,2020-03-23
阿塞拜疆,72,10,1,2020-03-23
科特迪瓦,25,1,0,2020-03-23
伊拉克,233,57,20,2020-03-23
马尔代夫,13,0,0,2020-03-23
加蓬,5,0,1,2020-03-23
韩国,8961,3166,111,2020-03-23
波黑,126,0,1,2020-03-23
哥斯达黎加,134,0,2,2020-03-23
斯洛伐克,185,0,1,2020-03-23
黎巴嫩,256,8,4,2020-03-23
巴拉圭,22,0,1,2020-03-23
圣马力诺,151,2,20,2020-03-23
澳大利亚,1709,27,7,2020-03-23
赤道几内亚,9,0,0,2020-03-23
斯里兰卡,92,1,0,2020-03-23
乌兹别克斯坦,43,0,0,2020-03-23
赞比亚共和国,3,0,0,2020-03-23
立陶宛,141,1,1,2020-03-23
牙买加,16,0,1,2020-03-23
拉脱维亚,139,0,0,2020-03-23
肯尼亚,15,0,0,2020-03-23
留尼旺,47,0,0,2020-03-23
委内瑞拉,77,0,0,2020-03-23
吉尔吉斯斯坦,16,0,0,2020-03-23
爱沙尼亚,326,0,0,2020-03-23
北马其顿,136,1,2,2020-03-23
突尼斯,89,0,3,2020-03-23
塞浦路斯,95,0,1,2020-03-23
吉布提,1,0,0,2020-03-23
乍得,1,0,0,2020-03-23
刚果（布）,4,0,0,2020-03-23
坦桑尼亚,12,0,0,2020-03-23
马恩岛,2,0,0,2020-03-23
马里,1,0,0,2020-03-23
巴勒斯坦,59,17,0,2020-03-23
格鲁吉亚,54,3,0,2020-03-23
贝宁,2,0,0,2020-03-23
佛得角,3,0,0,2020-03-23
泽西岛,15,0,0,2020-03-23
克罗地亚,206,5,1,2020-03-23
安道尔,133,1,1,2020-03-23
根西岛,17,0,0,2020-03-23
尼泊尔,2,1,0,2020-03-23
海地,2,0,0,2020-03-23
卢森堡,798,0,8,2020-03-23
中非共和国,3,0,0,2020-03-23
乌拉圭,158,0,0,2020-03-23
约旦,112,1,0,2020-03-23
法罗群岛,92,0,0,2020-03-23
阿尔巴尼亚,76,0,2,2020-03-23
尼日尔,2,0,0,2020-03-23
马提尼克,32,0,0,2020-03-23
斯威士兰,4,0,0,2020-03-23
泰国,721,52,1,2020-03-23
埃塞俄比亚,11,4,0,2020-03-23
法属圭亚那,15,0,0,2020-03-23
马耳他,73,0,0,2020-03-23
直布罗陀,10,0,0,2020-03-23
关岛,15,0,1,2020-03-23
越南,123,17,0,2020-03-23
瓜德罗普岛,51,0,0,2020-03-23
多哥,16,1,0,2020-03-23
卢旺达,17,0,0,2020-03-23
布基纳法索,72,5,3,2020-03-23
马达加斯加,3,0,0,2020-03-23
钻石公主号邮轮,712,574,10,2020-03-23
百慕大,2,0,0,2020-03-23
利比里亚,3,0,0,2020-03-23
特立尼达和多巴哥,9,0,0,2020-03-23
阿鲁巴,5,0,0,2020-03-23
乌干达,1,0,0,2020-03-23
蒙古,10,0,0,2020-03-23
开曼群岛,3,0,1,2020-03-23
巴哈马,4,0,0,2020-03-23
莫桑比克,1,0,0,2020-03-23
圭亚那,15,0,1,2020-03-23
巴巴多斯,5,0,0,2020-03-23
柬埔寨,84,2,0,2020-03-23
美属维尔京群岛,6,0,0,2020-03-23
黑山,14,0,0,2020-03-23
冰岛,568,0,1,2020-03-23
安哥拉,2,0,0,2020-03-23
不丹,2,0,0,2020-03-23
尼加拉瓜,2,0,0,2020-03-23
文莱,91,4,0,2020-03-23
毛里塔尼亚,2,0,0,2020-03-23
毛里求斯,28,0,2,2020-03-23
厄立特里亚,1,0,0,2020-03-23
新西兰,102,0,0,2020-03-23
中国,158655,141045,6511,2020-03-23
津巴布韦,2,0,1,2020-03-23
列支敦士登,36,0,0,2020-03-23
冈比亚,1,0,0,2020-03-23
叙利亚,1,0,0,2020-03-23
圣马丁岛,4,0,0,2020-03-23
梵蒂冈,1,0,0,2020-03-23
法属波利尼西亚,15,0,0,2020-03-23
安提瓜和巴布达,1,0,0,2020-03-23
圣卢西亚,2,0,0,2020-03-23
圣文森特和格林纳丁斯,1,0,0,2020-03-23
库拉索岛,3,0,1,2020-03-23
东帝汶,1,0,0,2020-03-23
蒙特塞拉特,1,0,0,2020-03-23
摩纳哥,23,0,0,2020-03-23
斐济,2,0,0,2020-03-23
新喀里多尼亚,4,0,0,2020-03-23
纳米比亚,3,0,0,2020-03-23
塞舌尔,7,0,0,2020-03-23
格陵兰,2,0,0,2020-03-23
巴布亚新几内亚,1,0,0,2020-03-23
圣巴泰勒米岛,3,0,0,2020-03-23
苏里南,5,0,0,2020-03-23
圣巴泰勒米,3,0,0,2020-03-23
美国,46450,178,593,2020-03-24
俄罗斯,495,22,1,2020-03-24
英国,6650,135,335,2020-03-24
巴西,1891,0,34,2020-03-24
意大利,64378,7432,6077,2020-03-24
西班牙,39673,3355,2696,2020-03-24
秘鲁,395,1,5,2020-03-24
法国,19856,2200,860,2020-03-24
印度,686,40,50,2020-03-24
荷兰,5560,0,276,2020-03-24
土耳其,1529,0,37,2020-03-24
加拿大,2091,14,24,2020-03-24
比利时,4269,350,122,2020-03-24
卡塔尔,501,37,0,2020-03-24
巴基斯坦,892,6,6,2020-03-24
沙特阿拉伯,767,28,1,2020-03-24
新加坡,558,152,2,2020-03-24
厄瓜多尔,532,0,7,2020-03-24
葡萄牙,2060,14,23,2020-03-24
智利,746,11,2,2020-03-24
瑞典,2016,17,25,2020-03-24
白俄罗斯,89,22,0,2020-03-24
伊朗,24811,8913,1934,2020-03-24
孟加拉国,33,5,2,2020-03-24
阿联酋,198,41,2,2020-03-24
德国,30138,453,130,2020-03-24
乌克兰,97,1,3,2020-03-24
哥伦比亚,277,0,3,2020-03-24
印度尼西亚,686,9,50,2020-03-24
波兰,749,13,8,2020-03-24
多米尼加,72,0,2,2020-03-24
墨西哥,367,1,4,2020-03-24
科威特,191,39,0,2020-03-24
爱尔兰,1125,0,6,2020-03-24
菲律宾,552,20,35,2020-03-24
巴拿马,345,0,6,2020-03-24
挪威,2573,0,10,2020-03-24
埃及,366,68,19,2020-03-24
南非,402,0,0,2020-03-24
日本,1145,285,42,2020-03-24
塞尔维亚,280,0,4,2020-03-24
罗马尼亚,576,31,7,2020-03-24
阿富汗,42,0,1,2020-03-24
阿根廷,301,1,4,2020-03-24
加纳,52,0,2,2020-03-24
尼日利亚,40,2,1,2020-03-24
巴林,391,177,3,2020-03-24
阿曼,84,17,0,2020-03-24
以色列,1656,49,1,2020-03-24
摩洛哥,143,5,4,2020-03-24
哈萨克斯坦,66,0,0,2020-03-24
摩尔多瓦,109,1,1,2020-03-24
玻利维亚,24,0,0,2020-03-24
阿尔及利亚,230,12,17,2020-03-24
捷克,1236,7,1,2020-03-24
亚美尼亚,235,2,0,2020-03-24
波多黎各,23,0,1,2020-03-24
奥地利,3924,9,21,2020-03-24
洪都拉斯,26,0,0,2020-03-24
丹麦,1460,1,24,2020-03-24
芬兰,700,10,1,2020-03-24
瑞士,8836,3,86,2020-03-24
苏丹,3,0,1,2020-03-24
匈牙利,187,21,8,2020-03-24
几内亚,9,0,0,2020-03-24
保加利亚,201,3,3,2020-03-24
塞内加尔,79,8,0,2020-03-24
危地马拉,18,0,1,2020-03-24
喀麦隆,56,0,0,2020-03-24
马来西亚,1624,183,15,2020-03-24
古巴,21,0,1,2020-03-24
马约特,14,0,0,2020-03-24
希腊,695,19,17,2020-03-24
索马里,1,0,0,2020-03-24
斯洛文尼亚,442,0,3,2020-03-24
萨尔瓦多,1,0,0,2020-03-24
刚果（金）,45,0,2,2020-03-24
阿塞拜疆,72,10,1,2020-03-24
科特迪瓦,25,1,0,2020-03-24
伊拉克,266,62,23,2020-03-24
马尔代夫,13,0,0,2020-03-24
加蓬,6,0,1,2020-03-24
韩国,9037,3507,120,2020-03-24
波黑,131,2,1,2020-03-24
哥斯达黎加,158,0,2,2020-03-24
斯洛伐克,186,7,1,2020-03-24
黎巴嫩,304,8,4,2020-03-24
巴拉圭,22,0,1,2020-03-24
圣马力诺,151,2,20,2020-03-24
澳大利亚,2136,27,8,2020-03-24
赤道几内亚,9,0,0,2020-03-24
斯里兰卡,100,1,0,2020-03-24
乌兹别克斯坦,50,0,0,2020-03-24
赞比亚共和国,3,0,0,2020-03-24
立陶宛,160,1,1,2020-03-24
牙买加,19,0,1,2020-03-24
拉脱维亚,180,0,0,2020-03-24
肯尼亚,25,0,0,2020-03-24
留尼旺,64,0,0,2020-03-24
委内瑞拉,84,0,0,2020-03-24
吉尔吉斯斯坦,16,0,0,2020-03-24
爱沙尼亚,352,0,0,2020-03-24
北马其顿,136,1,2,2020-03-24
突尼斯,114,0,3,2020-03-24
塞浦路斯,116,0,1,2020-03-24
吉布提,3,0,0,2020-03-24
乍得,1,0,0,2020-03-24
刚果（布）,4,0,0,2020-03-24
坦桑尼亚,12,0,0,2020-03-24
马恩岛,2,0,0,2020-03-24
马里,1,0,0,2020-03-24
巴勒斯坦,59,17,0,2020-03-24
格鲁吉亚,67,9,0,2020-03-24
贝宁,5,0,0,2020-03-24
佛得角,3,0,0,2020-03-24
泽西岛,15,0,0,2020-03-24
克罗地亚,315,5,1,2020-03-24
安道尔,164,1,1,2020-03-24
根西岛,17,0,0,2020-03-24
尼泊尔,2,1,0,2020-03-24
海地,2,0,0,2020-03-24
卢森堡,875,0,8,2020-03-24
中非共和国,4,0,0,2020-03-24
乌拉圭,158,0,0,2020-03-24
约旦,127,1,0,2020-03-24
法罗群岛,115,0,0,2020-03-24
阿尔巴尼亚,104,0,2,2020-03-24
尼日尔,2,0,0,2020-03-24
马提尼克,32,0,0,2020-03-24
斯威士兰,5,0,0,2020-03-24
泰国,827,57,4,2020-03-24
埃塞俄比亚,12,4,0,2020-03-24
法属圭亚那,18,0,0,2020-03-24
马耳他,90,0,0,2020-03-24
直布罗陀,15,0,0,2020-03-24
关岛,27,0,1,2020-03-24
越南,123,17,0,2020-03-24
瓜德罗普岛,56,0,0,2020-03-24
多哥,16,1,0,2020-03-24
卢旺达,36,0,0,2020-03-24
布基纳法索,114,5,4,2020-03-24
马达加斯加,12,0,0,2020-03-24
钻石公主号邮轮,712,574,10,2020-03-24
缅甸,2,0,0,2020-03-24
百慕大,2,0,0,2020-03-24
